,price
4988,1305.0
4989,827.0
4990,1338.0
4991,1847.0
4992,647.0
4993,875.0
4994,3890.0
4995,1013.0
4996,6580.0
4997,8079.0
4998,2470.0
4999,4239.0
5000,1415.0
5001,17416.0
5002,3734.0
5003,1698.0
5004,527.0
5005,1376.0
5006,4366.0
5007,1998.0
5008,1546.0
5009,1415.0
5010,3854.0
5011,863.0
5012,10567.0
5013,3696.0
5014,2273.0
5015,4256.0
5016,5842.0
5017,12539.0
5018,1207.0
5019,4770.0
5020,2215.0
5021,2889.0
5022,6175.0
5023,5919.0
5024,3950.0
5025,5355.0
5026,1410.0
5027,548.0
5028,1993.0
5029,657.0
5030,720.0
5031,1107.0
5032,5973.0
5033,995.0
5034,4502.0
5035,4382.0
5036,1125.0
5037,1061.0
5038,770.0
5039,3419.0
5040,1955.0
5041,4620.0
5042,17659.0
5043,863.0
5044,351.0
5045,1656.0
5046,594.0
5047,729.0
5048,672.0
5049,8925.0
5050,11544.0
5051,2756.0
5052,955.0
5053,4914.0
5054,1064.0
5055,1912.0
5056,3158.0
5057,16329.0
5058,1802.0
5059,16778.0
5060,561.0
5061,4769.0
5062,5597.0
5063,4899.0
5064,12092.0
5065,1443.0
5066,9235.0
5067,5243.0
5068,999.0
5069,3720.0
5070,3599.0
5071,2919.0
5072,13686.0
5073,4836.0
5074,2458.0
5075,1200.0
5076,8271.0
5077,884.0
5078,2167.0
5079,1776.0
5080,2822.0
5081,2720.0
5082,1235.0
5083,11963.0
5084,5301.0
5085,5261.0
5086,4150.0
5087,745.0
5088,4111.0
5089,10642.0
5090,4940.0
5091,1293.0
5092,1584.0
5093,3061.0
5094,7258.0
5095,361.0
5096,802.0
5097,2065.0
5098,13912.0
5099,459.0
5100,1881.0
5101,630.0
5102,591.0
5103,680.0
5104,1689.0
5105,663.0
5106,1777.0
5107,1410.0
5108,4981.0
5109,10115.0
5110,2144.0
5111,4718.0
5112,6335.0
5113,13530.0
5114,4189.0
5115,3732.0
5116,8925.0
5117,1117.0
5118,4672.0
5119,669.0
5120,1163.0
5121,6416.0
5122,1043.0
5123,13437.0
5124,1040.0
5125,907.0
5126,1011.0
5127,5124.0
5128,12606.0
5129,1080.0
5130,3950.0
5131,1013.0
5132,9498.0
5133,2680.0
5134,2564.0
5135,5438.0
5136,3326.0
5137,1662.0
5138,6377.0
5139,3921.0
5140,1902.0
5141,4243.0
5142,450.0
5143,1286.0
5144,1559.0
5145,1561.0
5146,3470.0
5147,955.0
5148,18188.0
5149,624.0
5150,684.0
5151,4689.0
5152,1083.0
5153,2302.0
5154,1163.0
5155,932.0
5156,6471.0
5157,8752.0
5158,625.0
5159,9275.0
5160,1406.0
5161,789.0
5162,394.0
5163,4274.0
5164,589.0
5165,855.0
5166,687.0
5167,886.0
5168,741.0
5169,467.0
5170,705.0
5171,5438.0
5172,878.0
5173,4310.0
5174,3165.0
5175,8192.0
5176,985.0
5177,748.0
5178,1876.0
5179,1559.0
5180,520.0
5181,5557.0
5182,5398.0
5183,12970.0
5184,5192.0
5185,7139.0
5186,1017.0
5187,17294.0
5188,8256.0
5189,9738.0
5190,4504.0
5191,5599.0
5192,6727.0
5193,614.0
5194,396.0
5195,5950.0
5196,7186.0
5197,3243.0
5198,4446.0
5199,6237.0
5200,1389.0
5201,974.0
5202,3679.0
5203,421.0
5204,2968.0
5205,717.0
5206,4309.0
5207,1111.0
5208,1656.0
5209,9069.0
5210,1804.0
5211,863.0
5212,3061.0
5213,9411.0
5214,1078.0
5215,507.0
5216,1877.0
5217,2215.0
5218,7196.0
5219,6303.0
5220,1806.0
5221,1157.0
5222,811.0
5223,844.0
5224,5483.0
5225,1675.0
5226,3181.0
5227,2329.0
5228,4468.0
5229,13065.0
5230,1845.0
5231,9498.0
5232,3735.0
5233,610.0
5234,4838.0
5235,720.0
5236,18242.0
5237,1932.0
5238,9885.0
5239,1107.0
5240,991.0
5241,5290.0
5242,10043.0
5243,658.0
5244,2874.0
5245,2196.0
5246,1090.0
5247,15451.0
5248,428.0
5249,3720.0
5250,3246.0
5251,2266.0
5252,4260.0
5253,891.0
5254,11175.0
5255,393.0
5256,520.0
5257,9714.0
5258,673.0
5259,928.0
5260,3852.0
5261,16709.0
5262,2534.0
5263,4915.0
5264,492.0
5265,6180.0
5266,6968.0
5267,5775.0
5268,3604.0
5269,7078.0
5270,7982.0
5271,545.0
5272,15073.0
5273,5096.0
5274,3246.0
5275,10090.0
5276,1559.0
5277,2977.0
5278,1249.0
5279,3715.0
5280,1561.0
5281,1053.0
5282,774.0
5283,945.0
5284,921.0
5285,8491.0
5286,552.0
5287,1828.0
5288,864.0
5289,14027.0
5290,411.0
5291,1050.0
5292,542.0
5293,4953.0
5294,7513.0
5295,2316.0
5296,2915.0
5297,14330.0
5298,754.0
5299,3105.0
5300,10071.0
5301,447.0
5302,2351.0
5303,2863.0
5304,527.0
5305,3584.0
5306,15197.0
5307,5259.0
5308,4604.0
5309,11667.0
5310,1336.0
5311,6334.0
5312,1050.0
5313,948.0
5314,8858.0
5315,3888.0
5316,598.0
5317,15528.0
5318,3567.0
5319,552.0
5320,3524.0
5321,6720.0
5322,9330.0
5323,844.0
5324,727.0
5325,2858.0
5326,961.0
5327,1106.0
5328,7130.0
5329,8975.0
5330,854.0
5331,2028.0
5332,5642.0
5333,1079.0
5334,1427.0
5335,981.0
5336,1259.0
5337,864.0
5338,1082.0
5339,4320.0
5340,781.0
5341,2530.0
5342,945.0
5343,6340.0
5344,4899.0
5345,1354.0
5346,6159.0
5347,1613.0
5348,2622.0
5349,1803.0
5350,4916.0
5351,954.0
5352,1436.0
5353,2387.0
5354,772.0
5355,1442.0
5356,3715.0
5357,1889.0
5358,2266.0
5359,2509.0
5360,6048.0
5361,2044.0
5362,1192.0
5363,710.0
5364,1974.0
5365,1228.0
5366,608.0
5367,16130.0
5368,756.0
5369,1877.0
5370,911.0
5371,868.0
5372,8415.0
5373,4254.0
5374,684.0
5375,2572.0
5376,1441.0
5377,7389.0
5378,449.0
5379,711.0
5380,394.0
5381,5931.0
5382,945.0
5383,5234.0
5384,1192.0
5385,465.0
5386,2749.0
5387,15065.0
5388,1280.0
5389,974.0
5390,460.0
5391,1715.0
5392,6814.0
5393,3828.0
5394,2390.0
5395,1377.0
5396,2196.0
5397,1238.0
5398,754.0
5399,945.0
5400,2070.0
5401,18531.0
5402,1020.0
5403,3009.0
5404,7162.0
5405,7932.0
5406,17231.0
5407,4187.0
5408,13609.0
5409,3911.0
5410,391.0
5411,1232.0
5412,9146.0
5413,1689.0
5414,3669.0
5415,1080.0
5416,6355.0
5417,4729.0
5418,878.0
5419,557.0
5420,638.0
5421,6785.0
5422,723.0
5423,1000.0
5424,1203.0
5425,1746.0
5426,943.0
5427,4309.0
5428,12829.0
5429,9069.0
5430,707.0
5431,3291.0
5432,572.0
5433,5453.0
5434,3941.0
5435,743.0
5436,4060.0
5437,4529.0
5438,3622.0
5439,781.0
5440,1818.0
5441,12492.0
5442,1147.0
5443,1776.0
5444,605.0
5445,14474.0
5446,1884.0
5447,875.0
5448,2990.0
5449,1080.0
5450,7943.0
5451,4155.0
5452,6350.0
5453,11333.0
5454,2875.0
5455,1061.0
5456,5293.0
5457,415.0
5458,1122.0
5459,530.0
5460,18407.0
5461,9176.0
5462,12273.0
5463,6664.0
5464,4278.0
5465,10439.0
5466,6361.0
5467,5587.0
5468,1227.0
5469,943.0
5470,4239.0
5471,11003.0
5472,516.0
5473,752.0
5474,1940.0
5475,675.0
5476,2332.0
5477,10341.0
5478,887.0
5479,568.0
5480,2631.0
5481,11035.0
5482,3772.0
5483,5951.0
5484,1038.0
5485,3293.0
5486,2210.0
5487,11365.0
5488,7679.0
5489,11105.0
5490,4241.0
5491,4155.0
5492,1235.0
5493,382.0
5494,5416.0
5495,1710.0
5496,13135.0
5497,3168.0
5498,1056.0
5499,1659.0
5500,4192.0
5501,6126.0
5502,554.0
5503,6600.0
5504,1155.0
5505,1088.0
5506,2117.0
5507,579.0
5508,798.0
5509,880.0
5510,11818.0
5511,1651.0
5512,4965.0
5513,945.0
5514,11175.0
5515,630.0
5516,1367.0
5517,734.0
5518,7022.0
5519,648.0
5520,1897.0
5521,3142.0
5522,1052.0
5523,3246.0
5524,803.0
5525,8037.0
5526,7217.0
5527,773.0
5528,2743.0
5529,1149.0
5530,3250.0
5531,2222.0
5532,758.0
5533,3664.0
5534,10111.0
5535,9498.0
5536,4872.0
5537,3710.0
5538,8400.0
5539,3605.0
5540,5408.0
5541,1812.0
5542,3107.0
5543,4737.0
5544,1013.0
5545,10438.0
5546,15528.0
5547,857.0
5548,1667.0
5549,596.0
5550,17218.0
5551,949.0
5552,9229.0
5553,13111.0
5554,580.0
5555,7092.0
5556,7418.0
5557,2666.0
5558,1111.0
5559,1209.0
5560,945.0
5561,9177.0
5562,8720.0
5563,6418.0
5564,655.0
5565,7324.0
5566,2513.0
5567,4466.0
5568,3524.0
5569,461.0
5570,2224.0
5571,473.0
5572,16304.0
5573,650.0
5574,3312.0
5575,723.0
5576,420.0
5577,3763.0
5578,5544.0
5579,1934.0
5580,7889.0
5581,749.0
5582,1304.0
5583,6937.0
5584,5661.0
5585,4762.0
5586,1752.0
5587,478.0
5588,1949.0
5589,11655.0
5590,15818.0
5591,2567.0
5592,734.0
5593,4138.0
5594,15819.0
5595,2680.0
5596,5508.0
5597,424.0
5598,2668.0
5599,4001.0
5600,17029.0
5601,797.0
5602,12152.0
5603,10754.0
5604,740.0
5605,5051.0
5606,3299.0
5607,1276.0
5608,2795.0
5609,558.0
5610,2975.0
5611,4181.0
5612,1818.0
5613,803.0
5614,11154.0
5615,1436.0
5616,732.0
5617,3061.0
5618,1117.0
5619,6397.0
5620,1056.0
5621,7275.0
5622,1147.0
5623,764.0
5624,642.0
5625,14258.0
5626,707.0
5627,3415.0
5628,2622.0
5629,10732.0
5630,1815.0
5631,3878.0
5632,7414.0
5633,6250.0
5634,2316.0
5635,950.0
5636,2648.0
5637,3468.0
5638,17920.0
5639,11061.0
5640,4497.0
5641,7496.0
5642,4702.0
5643,965.0
5644,6089.0
5645,6776.0
5646,5103.0
5647,581.0
5648,765.0
5649,1764.0
5650,2375.0
5651,4907.0
5652,7146.0
5653,1368.0
5654,11226.0
5655,791.0
5656,540.0
5657,5453.0
5658,7644.0
5659,847.0
5660,13687.0
5661,4267.0
5662,844.0
5663,3308.0
5664,620.0
5665,523.0
5666,1100.0
5667,713.0
5668,1841.0
5669,814.0
5670,12621.0
5671,3088.0
5672,1353.0
5673,1107.0
5674,1163.0
5675,4132.0
5676,391.0
5677,8590.0
5678,18127.0
5679,906.0
5680,2516.0
5681,2187.0
5682,11886.0
5683,720.0
5684,3168.0
5685,1431.0
5686,781.0
5687,7291.0
5688,1675.0
5689,10847.0
5690,544.0
5691,576.0
5692,5526.0
5693,1624.0
5694,516.0
5695,3072.0
5696,7948.0
5697,5622.0
5698,4290.0
5699,723.0
5700,675.0
5701,1100.0
5702,14534.0
5703,667.0
5704,408.0
5705,15134.0
5706,1831.0
5707,6116.0
5708,1125.0
5709,1013.0
5710,14105.0
5711,3107.0
5712,2691.0
5713,6751.0
5714,4504.0
5715,1554.0
5716,1235.0
5717,3999.0
5718,2713.0
5719,515.0
5720,15253.0
5721,683.0
5722,2630.0
5723,789.0
5724,4093.0
5725,2822.0
5726,7881.0
5727,7695.0
5728,16210.0
5729,621.0
5730,673.0
5731,3648.0
5732,7503.0
5733,7392.0
5734,1694.0
5735,1622.0
5736,851.0
5737,1758.0
5738,15169.0
5739,4102.0
5740,4234.0
5741,4099.0
5742,3402.0
5743,3777.0
5744,7534.0
5745,1282.0
5746,13512.0
5747,723.0
5748,2456.0
5749,722.0
5750,3618.0
5751,1630.0
5752,5000.0
5753,3420.0
5754,998.0
5755,3603.0
5756,862.0
5757,697.0
5758,4298.0
5759,2061.0
5760,435.0
5761,852.0
5762,1566.0
5763,2258.0
5764,1929.0
5765,5861.0
5766,1197.0
5767,1828.0
5768,3951.0
5769,580.0
5770,13434.0
5771,1686.0
5772,5785.0
5773,5330.0
5774,5651.0
5775,4504.0
5776,552.0
5777,2100.0
5778,11272.0
5779,758.0
5780,1304.0
5781,863.0
5782,5088.0
5783,447.0
5784,1321.0
5785,13152.0
5786,816.0
5787,445.0
5788,7139.0
5789,1079.0
5790,829.0
5791,1297.0
5792,607.0
5793,3082.0
5794,1787.0
5795,906.0
5796,765.0
5797,436.0
5798,1593.0
5799,1343.0
5800,7943.0
5801,489.0
5802,5305.0
5803,666.0
5804,1050.0
5805,766.0
5806,1076.0
5807,907.0
5808,680.0
5809,5226.0
5810,789.0
5811,3808.0
5812,5984.0
5813,707.0
5814,7937.0
5815,4323.0
5816,2263.0
5817,14773.0
5818,903.0
5819,9683.0
5820,3942.0
5821,906.0
5822,803.0
5823,1575.0
5824,485.0
5825,1094.0
5826,8629.0
5827,18190.0
5828,12390.0
5829,3193.0
5830,2592.0
5831,6546.0
5832,7098.0
5833,898.0
5834,844.0
5835,432.0
5836,4355.0
5837,6291.0
5838,666.0
5839,4175.0
5840,5813.0
5841,540.0
5842,912.0
5843,2010.0
5844,2753.0
5845,2578.0
5846,4372.0
5847,7553.0
5848,1752.0
5849,15776.0
5850,562.0
5851,2612.0
5852,3142.0
5853,6607.0
5854,5666.0
5855,3071.0
5856,783.0
5857,3183.0
5858,8254.0
5859,828.0
5860,840.0
5861,2641.0
5862,2705.0
5863,17892.0
5864,5806.0
5865,373.0
5866,1566.0
5867,2039.0
5868,828.0
5869,963.0
5870,1308.0
5871,4480.0
5872,1265.0
5873,1454.0
5874,1226.0
5875,7362.0
5876,381.0
5877,1599.0
5878,4452.0
5879,2491.0
5880,11389.0
5881,7476.0
5882,1576.0
5883,2384.0
5884,4295.0
5885,1574.0
5886,968.0
5887,1777.0
5888,2434.0
5889,6085.0
5890,459.0
5891,992.0
5892,2680.0
5893,2565.0
5894,7988.0
5895,1178.0
5896,873.0
5897,3464.0
5898,3713.0
5899,12606.0
5900,3403.0
5901,1142.0
5902,612.0
5903,12380.0
5904,2858.0
5905,10338.0
5906,6077.0
5907,5501.0
5908,15842.0
5909,7550.0
5910,1974.0
5911,612.0
5912,860.0
5913,4588.0
5914,5645.0
5915,775.0
5916,9728.0
5917,15984.0
5918,603.0
5919,1749.0
5920,1966.0
5921,992.0
5922,14424.0
5923,12644.0
5924,4293.0
5925,1676.0
5926,660.0
5927,641.0
5928,1777.0
5929,541.0
5930,6180.0
5931,1728.0
5932,2362.0
5933,1901.0
5934,2344.0
5935,1838.0
5936,675.0
5937,4183.0
5938,1637.0
5939,2482.0
5940,3000.0
5941,5522.0
5942,465.0
5943,4469.0
5944,5209.0
5945,386.0
5946,730.0
5947,17049.0
5948,576.0
5949,692.0
5950,673.0
5951,1061.0
5952,933.0
5953,1069.0
5954,5699.0
5955,3923.0
5956,524.0
5957,10546.0
5958,4077.0
5959,4620.0
5960,5865.0
5961,1421.0
5962,6951.0
5963,6399.0
5964,1202.0
5965,810.0
5966,4234.0
5967,15072.0
5968,2679.0
5969,11033.0
5970,723.0
5971,2288.0
5972,872.0
5973,3604.0
5974,992.0
5975,521.0
5976,3047.0
5977,12592.0
5978,630.0
5979,886.0
5980,2015.0
5981,844.0
5982,3555.0
5983,2795.0
5984,4042.0
5985,758.0
5986,3563.0
5987,11360.0
5988,3229.0
5989,5597.0
5990,1026.0
5991,6397.0
5992,11904.0
5993,5984.0
5994,3607.0
5995,772.0
5996,8298.0
5997,921.0
5998,9290.0
5999,2974.0
6000,2677.0
6001,9411.0
6002,2968.0
6003,561.0
6004,3012.0
6005,907.0
6006,3409.0
6007,4922.0
6008,1008.0
6009,8313.0
6010,2484.0
6011,2343.0
6012,2218.0
6013,628.0
6014,5756.0
6015,1017.0
6016,4021.0
6017,1701.0
6018,622.0
6019,1165.0
6020,14844.0
6021,6184.0
6022,6397.0
6023,9037.0
6024,4414.0
6025,2398.0
6026,678.0
6027,1783.0
6028,491.0
6029,1138.0
6030,10268.0
6031,14247.0
6032,3357.0
6033,958.0
6034,12899.0
6035,731.0
6036,8752.0
6037,852.0
6038,6146.0
6039,702.0
6040,878.0
6041,4620.0
6042,2185.0
6043,363.0
6044,625.0
6045,11475.0
6046,4900.0
6047,767.0
6048,2326.0
6049,6989.0
6050,628.0
6051,1813.0
6052,1902.0
6053,9368.0
6054,4404.0
6055,1111.0
6056,2717.0
6057,13369.0
6058,733.0
6059,1077.0
6060,665.0
6061,492.0
6062,5688.0
6063,13157.0
6064,941.0
6065,3669.0
6066,3813.0
6067,1257.0
6068,583.0
6069,1841.0
6070,730.0
6071,544.0
6072,896.0
6073,4003.0
6074,854.0
6075,2590.0
6076,1879.0
6077,3901.0
6078,8529.0
6079,9702.0
6080,764.0
6081,2735.0
6082,1337.0
6083,8714.0
6084,990.0
6085,4525.0
6086,7728.0
6087,14715.0
6088,16337.0
6089,5701.0
6090,1096.0
6091,1009.0
6092,1141.0
6093,10589.0
6094,3391.0
6095,8771.0
6096,2761.0
6097,1671.0
6098,1209.0
6099,407.0
6100,945.0
6101,1044.0
6102,2347.0
6103,5713.0
6104,3276.0
6105,10349.0
6106,11867.0
6107,4355.0
6108,9681.0
6109,5123.0
6110,911.0
6111,3879.0
6112,2836.0
6113,12992.0
6114,3945.0
6115,924.0
6116,807.0
6117,2567.0
6118,2623.0
6119,603.0
6120,3651.0
6121,13812.0
6122,447.0
6123,12958.0
6124,2025.0
6125,12327.0
6126,988.0
6127,5710.0
6128,18678.0
6129,15318.0
6130,544.0
6131,2443.0
6132,1625.0
6133,605.0
6134,2559.0
6135,1752.0
6136,1056.0
6137,4482.0
6138,2761.0
6139,1956.0
6140,4277.0
6141,4361.0
6142,2782.0
6143,375.0
6144,1096.0
6145,2352.0
6146,4018.0
6147,2616.0
6148,18678.0
6149,11108.0
6150,2805.0
6151,6745.0
6152,1769.0
6153,3353.0
6154,4368.0
6155,776.0
6156,7114.0
6157,2503.0
6158,1633.0
6159,1744.0
6160,4476.0
6161,3398.0
6162,10729.0
6163,17297.0
6164,7652.0
6165,3160.0
6166,3737.0
6167,648.0
6168,491.0
6169,900.0
6170,8611.0
6171,5951.0
6172,11713.0
6173,780.0
6174,648.0
6175,13312.0
6176,3422.0
6177,1022.0
6178,18166.0
6179,770.0
6180,867.0
6181,1845.0
6182,1893.0
6183,4084.0
6184,1789.0
6185,2059.0
6186,622.0
6187,1177.0
6188,2428.0
6189,766.0
6190,1425.0
6191,1076.0
6192,1826.0
6193,7992.0
6194,1636.0
6195,489.0
6196,1675.0
6197,484.0
6198,397.0
6199,3399.0
6200,3500.0
6201,7423.0
6202,10615.0
6203,1845.0
6204,11709.0
6205,766.0
6206,527.0
6207,5154.0
6208,1126.0
6209,4995.0
6210,7145.0
6211,600.0
6212,8075.0
6213,552.0
6214,7817.0
6215,394.0
6216,9173.0
6217,6936.0
6218,1036.0
6219,758.0
6220,9050.0
6221,10206.0
6222,782.0
6223,14787.0
6224,878.0
6225,4838.0
6226,4229.0
6227,1061.0
6228,589.0
6229,1303.0
6230,8870.0
6231,4593.0
6232,2697.0
6233,576.0
6234,702.0
6235,5499.0
6236,4869.0
6237,15992.0
6238,12295.0
6239,583.0
6240,3651.0
6241,4704.0
6242,2148.0
6243,703.0
6244,6346.0
6245,3424.0
6246,10446.0
6247,499.0
6248,2913.0
6249,1389.0
6250,840.0
6251,825.0
6252,576.0
6253,6013.0
6254,5154.0
6255,1052.0
6256,793.0
6257,771.0
6258,1813.0
6259,9412.0
6260,1031.0
6261,4475.0
6262,2360.0
6263,526.0
6264,579.0
6265,658.0
6266,911.0
6267,1699.0
6268,595.0
6269,4480.0
6270,2360.0
6271,3841.0
6272,596.0
6273,1815.0
6274,1069.0
6275,3251.0
6276,628.0
6277,1857.0
6278,12765.0
6279,589.0
6280,13560.0
6281,4404.0
6282,447.0
6283,1966.0
6284,967.0
6285,2671.0
6286,4980.0
6287,722.0
6288,665.0
6289,1066.0
6290,5832.0
6291,3669.0
6292,14732.0
6293,11873.0
6294,1007.0
6295,5235.0
6296,16626.0
6297,6449.0
6298,13112.0
6299,1212.0
6300,1562.0
6301,3548.0
6302,5242.0
6303,5161.0
6304,1439.0
6305,1944.0
6306,898.0
6307,5174.0
6308,658.0
6309,460.0
6310,3751.0
6311,2416.0
6312,1039.0
6313,1123.0
6314,4917.0
6315,15797.0
6316,1079.0
6317,17192.0
6318,1629.0
6319,4522.0
6320,5532.0
6321,1061.0
6322,826.0
6323,844.0
6324,3377.0
6325,4244.0
6326,17403.0
6327,1646.0
6328,4323.0
6329,4868.0
6330,714.0
6331,687.0
6332,14295.0
6333,5125.0
6334,647.0
6335,4238.0
6336,4704.0
6337,4542.0
6338,5572.0
6339,10984.0
6340,1324.0
6341,3062.0
6342,959.0
6343,17659.0
6344,13629.0
6345,10214.0
6346,1393.0
6347,2039.0
6348,758.0
6349,505.0
6350,730.0
6351,4318.0
6352,8999.0
6353,1239.0
6354,13653.0
6355,6689.0
6356,687.0
6357,3082.0
6358,2184.0
6359,1983.0
6360,11848.0
6361,7623.0
6362,4099.0
6363,6246.0
6364,1013.0
6365,1812.0
6366,789.0
6367,7933.0
6368,698.0
6369,16570.0
6370,16253.0
6371,1097.0
6372,1128.0
6373,5187.0
6374,4182.0
6375,5871.0
6376,734.0
6377,4939.0
6378,2930.0
6379,449.0
6380,710.0
6381,7806.0
6382,579.0
6383,3559.0
6384,865.0
6385,846.0
6386,7357.0
6387,1698.0
6388,14646.0
6389,3461.0
6390,626.0
6391,2343.0
6392,1901.0
6393,1607.0
6394,7197.0
6395,6630.0
6396,893.0
6397,2028.0
6398,2832.0
6399,705.0
6400,1874.0
6401,473.0
6402,5252.0
6403,4292.0
6404,536.0
6405,943.0
6406,2977.0
6407,13596.0
6408,3167.0
6409,16941.0
6410,765.0
6411,9540.0
6412,1069.0
6413,17776.0
6414,3593.0
6415,7125.0
6416,4112.0
6417,1566.0
6418,2717.0
6419,3270.0
6420,1187.0
6421,605.0
6422,1167.0
6423,5784.0
6424,1251.0
6425,485.0
6426,4327.0
6427,544.0
6428,2021.0
6429,1129.0
6430,965.0
6431,1327.0
6432,839.0
6433,2487.0
6434,1237.0
6435,4515.0
6436,3688.0
6437,4785.0
6438,3170.0
6439,1577.0
6440,1046.0
6441,784.0
6442,2383.0
6443,448.0
6444,8572.0
6445,758.0
6446,3496.0
6447,394.0
6448,1901.0
6449,2344.0
6450,984.0
6451,2852.0
6452,2791.0
6453,807.0
6454,9505.0
6455,12268.0
6456,597.0
6457,3749.0
6458,628.0
6459,743.0
6460,12247.0
6461,515.0
6462,1409.0
6463,1792.0
6464,3961.0
6465,4975.0
6466,2782.0
6467,1090.0
6468,1689.0
6469,3750.0
6470,2454.0
6471,5373.0
6472,1170.0
6473,439.0
6474,756.0
6475,574.0
6476,1974.0
6477,730.0
6478,774.0
6479,1559.0
6480,6828.0
6481,1689.0
6482,5013.0
6483,726.0
6484,7492.0
6485,4144.0
6486,575.0
6487,6503.0
6488,4198.0
6489,1814.0
6490,506.0
6491,947.0
6492,408.0
6493,758.0
6494,2021.0
6495,8938.0
6496,3510.0
6497,1963.0
6498,1857.0
6499,1238.0
6500,7750.0
6501,1751.0
6502,6990.0
6503,683.0
6504,1227.0
6505,5405.0
6506,1046.0
6507,1111.0
6508,4034.0
6509,18207.0
6510,4682.0
6511,516.0
6512,9933.0
6513,7099.0
6514,3071.0
6515,2112.0
6516,554.0
6517,8381.0
6518,6147.0
6519,4953.0
6520,710.0
6521,1215.0
6522,16800.0
6523,3611.0
6524,3790.0
6525,5301.0
6526,471.0
6527,582.0
6528,707.0
6529,3640.0
6530,1107.0
6531,16601.0
6532,3087.0
6533,2387.0
6534,783.0
6535,1008.0
6536,737.0
6537,2010.0
6538,891.0
6539,638.0
6540,10221.0
6541,876.0
6542,6399.0
6543,13642.0
6544,5613.0
6545,11434.0
6546,17265.0
6547,5522.0
6548,1824.0
6549,6742.0
6550,6651.0
6551,544.0
6552,2041.0
6553,1257.0
6554,1306.0
6555,1437.0
6556,773.0
6557,3601.0
6558,1711.0
6559,2896.0
6560,947.0
6561,2867.0
6562,2726.0
6563,5436.0
6564,2306.0
6565,7639.0
6566,3933.0
6567,3348.0
6568,791.0
6569,1047.0
6570,1883.0
6571,4481.0
6572,4042.0
6573,1580.0
6574,505.0
6575,6012.0
6576,15466.0
6577,1981.0
6578,5796.0
6579,6060.0
6580,2347.0
6581,2240.0
6582,2895.0
6583,5567.0
6584,5407.0
6585,4949.0
6586,734.0
6587,995.0
6588,2938.0
6589,1221.0
6590,12146.0
6591,452.0
6592,6732.0
6593,2901.0
6594,520.0
6595,1080.0
6596,4703.0
6597,1551.0
6598,6132.0
6599,872.0
6600,827.0
6601,1406.0
6602,3377.0
6603,814.0
6604,596.0
6605,1577.0
6606,1881.0
6607,2846.0
6608,4385.0
6609,539.0
6610,1011.0
6611,6373.0
6612,4183.0
6613,1770.0
6614,776.0
6615,7773.0
6616,1435.0
6617,3044.0
6618,4276.0
6619,2340.0
6620,1354.0
6621,12971.0
6622,8311.0
6623,526.0
6624,613.0
6625,10967.0
6626,769.0
6627,10655.0
6628,1446.0
6629,8903.0
6630,776.0
6631,1842.0
6632,17983.0
6633,7257.0
6634,876.0
6635,4068.0
6636,11560.0
6637,1583.0
6638,2835.0
6639,1024.0
6640,580.0
6641,4997.0
6642,10709.0
6643,1080.0
6644,1440.0
6645,814.0
6646,3981.0
6647,9009.0
6648,645.0
6649,13839.0
6650,1787.0
6651,3468.0
6652,2726.0
6653,2131.0
6654,757.0
6655,4368.0
6656,2307.0
6657,3712.0
6658,1799.0
6659,4425.0
6660,1901.0
6661,819.0
6662,2728.0
6663,1031.0
6664,476.0
6665,3037.0
6666,1367.0
6667,9467.0
6668,827.0
6669,2709.0
6670,730.0
6671,900.0
6672,9465.0
6673,2596.0
6674,6295.0
6675,548.0
6676,7821.0
6677,1551.0
6678,11844.0
6679,4826.0
6680,8743.0
6681,730.0
6682,3577.0
6683,2674.0
6684,13807.0
6685,638.0
6686,2440.0
6687,942.0
6688,4404.0
6689,535.0
6690,687.0
6691,5645.0
6692,5761.0
6693,949.0
6694,941.0
6695,446.0
6696,537.0
6697,544.0
6698,1662.0
6699,12554.0
6700,2230.0
6701,702.0
6702,7359.0
6703,467.0
6704,1008.0
6705,16092.0
6706,5884.0
6707,3635.0
6708,4194.0
6709,5159.0
6710,15137.0
6711,2023.0
6712,4199.0
6713,630.0
6714,802.0
6715,9624.0
6716,720.0
6717,15788.0
6718,2635.0
6719,1251.0
6720,11009.0
6721,765.0
6722,16316.0
6723,11839.0
6724,8709.0
6725,1720.0
6726,4137.0
6727,1080.0
6728,7481.0
6729,10656.0
6730,658.0
6731,5278.0
6732,581.0
6733,660.0
6734,1649.0
6735,854.0
6736,7614.0
6737,5746.0
6738,1569.0
6739,4764.0
6740,2180.0
6741,13187.0
6742,844.0
6743,3420.0
6744,485.0
6745,14430.0
6746,648.0
6747,892.0
6748,2816.0
6749,626.0
6750,413.0
6751,1085.0
6752,1227.0
6753,3509.0
6754,7175.0
6755,630.0
6756,4363.0
6757,770.0
6758,5584.0
6759,3340.0
6760,3073.0
6761,1120.0
6762,523.0
6763,1850.0
6764,577.0
6765,6407.0
6766,1843.0
6767,5774.0
6768,867.0
6769,1332.0
6770,1413.0
6771,1570.0
6772,13367.0
6773,3450.0
6774,8035.0
6775,1349.0
6776,8008.0
6777,7826.0
6778,833.0
6779,1438.0
6780,5347.0
6781,9037.0
6782,675.0
6783,1662.0
6784,3018.0
6785,2459.0
6786,6091.0
6787,1207.0
6788,1607.0
6789,2872.0
6790,4318.0
6791,1792.0
6792,1764.0
6793,447.0
6794,16955.0
6795,4581.0
6796,3014.0
